seed,best_epoch,best_val_metric,final_val_loss
42,2,0.9633757961783439,0.1226145464950686
42,18,0.9793988853503185,0.12081972666505196
123,17,0.9794984076433121,0.13060110659971774
456,19,0.9808917197452229,0.1072560547573242
789,19,0.9799960191082803,0.10537975057488705
1024,17,0.9792993630573248,0.13560090423218327
42,18,0.9793988853503185,0.12081972666505196
123,17,0.9794984076433121,0.13060110659971774
456,19,0.9808917197452229,0.1072560547573242
789,19,0.9799960191082803,0.10537975057488705
1024,17,0.9792993630573248,0.13560090423218327
42,18,0.9828821656050956,0.13082231501802644
123,18,0.9806926751592356,0.13206242568152748
456,19,0.9810907643312102,0.13652078002124657
789,17,0.980593152866242,0.13981048564188223
1024,19,0.9814888535031847,0.14177714588285822
42,18,0.9828821656050956,0.13082231501802644
123,18,0.9806926751592356,0.13206242568152748
456,19,0.9810907643312102,0.13652078002124657
789,17,0.980593152866242,0.13981048564188223
1024,19,0.9814888535031847,0.14177714588285822
42,2,0.9535230891719745,0.15704781279727154
